LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags,Entity,Code,Year,GDP per capita (USD)
FRA,France,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,6.6,,,France,FRA,2020,42025.6173730617
FRA,France,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,6.4,,,France,FRA,2020,42025.6173730617
FRA,France,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,7.3,,,France,FRA,2020,42025.6173730617
FRA,France,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,5.9,,,France,FRA,2020,42025.6173730617
FRA,France,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,0.5,,,France,FRA,2020,42025.6173730617
FRA,France,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,,,0.6,,,France,FRA,2020,42025.6173730617
FRA,France,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,,,0.3,,,France,FRA,2020,42025.6173730617
FRA,France,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,,,7.67,,,France,FRA,2020,42025.6173730617
FRA,France,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,,,10.38,,,France,FRA,2020,42025.6173730617
FRA,France,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,,,4.92,,,France,FRA,2020,42025.6173730617
FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,,,16.36,,,France,FRA,2020,42025.6173730617
FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,,,16.66,,,France,FRA,2020,42025.6173730617
FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,,,15.99,,,France,FRA,2020,42025.6173730617
DEU,Germany,JE_LMIS,Labour market insecurity,L,Value,TOT,Total,PC,Percentage,0,Units,,,2.7,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_LMIS,Labour market insecurity,L,Value,MN,Men,PC,Percentage,0,Units,,,4.9,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_LMIS,Labour market insecurity,L,Value,WMN,Women,PC,Percentage,0,Units,,,4.2,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_LMIS,Labour market insecurity,L,Value,HGH,High,PC,Percentage,0,Units,,,2.41,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_LMIS,Labour market insecurity,L,Value,LW,Low,PC,Percentage,0,Units,,,10.43,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,1.8,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HO_BASE,Dwellings without basic facilities,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.2,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,0,Units,,,20.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,0,Units,,,72.5,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,0,Units,,,77.9,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,,,67.4,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,1.8,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,,,34294.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,,,259667.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,75.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,79.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,72.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.57,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.8,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.3,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,47585.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,90.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,90.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,,,90.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,,,92.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,,,87.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,,,88.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,,,85.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,508.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,509.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,507.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,563.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,468.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,18.1,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.1,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.1,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,14.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,91.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,92.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,,,76.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,,,81.1,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,,,78.6,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,,,83.5,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,Units,,,65.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,Units,,,67.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,Units,,,64.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,Units,,,79.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,Units,,,52.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,7.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,7.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,7.0,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,7.4,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,0.5,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,,,0.5,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,,,0.5,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.26,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,,,6.41,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.92,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,,,15.62,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,,,15.65,,,Germany,DEU,2020,50922.3580234484
DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,,,15.57,,,Germany,DEU,2020,50922.3580234484
GRC,Greece,JE_LMIS,Labour market insecurity,L,Value,TOT,Total,PC,Percentage,0,Units,,,29.8,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_LMIS,Labour market insecurity,L,Value,MN,Men,PC,Percentage,0,Units,,,23.7,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_LMIS,Labour market insecurity,L,Value,WMN,Women,PC,Percentage,0,Units,,,36.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_LMIS,Labour market insecurity,L,Value,HGH,High,PC,Percentage,0,Units,,,23.78,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_LMIS,Labour market insecurity,L,Value,LW,Low,PC,Percentage,0,Units,,,32.72,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,1.8,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HO_BASE,Dwellings without basic facilities,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.5,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,0,Units,,,23.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,0,Units,,,60.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,0,Units,,,69.8,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,,,50.8,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,1.2,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,,,17700.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,,,150134.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,53.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,63.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,44.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,15.65,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,12.62,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,19.42,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,26064.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,80.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,79.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,,,80.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,,,88.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,,,67.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,,,73.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,,,72.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,,,74.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,458.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,451.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,466.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,506.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,420.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,19.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,19.2,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.8,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,18.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,69.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,71.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,68.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,,,64.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,,,81.5,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,,,78.9,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,,,84.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,Units,,,74.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,Units,,,77.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,Units,,,71.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,Units,,,82.0,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,5.4,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,5.3,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,5.4,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,6.2,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,4.4,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,0.8,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,,,1.2,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,,,0.5,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,,,6.42,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,,,8.31,,,Greece,GRC,2020,27287.0834009302
GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,,,4.11,,,Greece,GRC,2020,27287.0834009302
HUN,Hungary,JE_LMIS,Labour market insecurity,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.7,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_LMIS,Labour market insecurity,L,Value,MN,Men,PC,Percentage,0,Units,,,4.7,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_LMIS,Labour market insecurity,L,Value,WMN,Women,PC,Percentage,0,Units,,,4.6,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_LMIS,Labour market insecurity,L,Value,HGH,High,PC,Percentage,0,Units,,,1.62,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_LMIS,Labour market insecurity,L,Value,LW,Low,PC,Percentage,0,Units,,,10.66,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,1.2,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HO_BASE,Dwellings without basic facilities,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.7,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,0,Units,,,19.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,0,Units,,,56.3,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,0,Units,,,65.6,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,,,48.2,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,,,1.2,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,,,104458.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,68.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,75.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,61.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.72,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.59,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.87,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,22576.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,84.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,,,87.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,Units,,,85.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,Units,,,84.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,Units,,,86.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,Units,,,82.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,,,474.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,,,472.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,,,477.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,,,534.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,,,418.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,16.4,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.3,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.6,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,19.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,77.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,77.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,77.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,,,70.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,,,76.2,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,,,72.6,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,,,79.7,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,Units,,,60.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,Units,,,63.0,,,Hungary,HUN,2020,31007.7684065437
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,Units,,,56.0,,,Hungary,HUN,2020,31007.7684065437
